File Version,BWSpec4.11_1,,,,,,,,,
Run Name,,,,,,,,,,
Product Name,,,,,,,,,,
Batch No,,,,,,,,,,
Lot No,,,,,,,,,,
Sample Suppler,,,,,,,,,,
Sample Notes,,,,,,,,,,
Date,19-04-2022 15:39,,,,,,,,,
title,ZAFB,,,,,,,,,
model,BRC112P-V,,,,,,,,,
c code,ZAFB,,,,,,,,,
68,   ,   ,   ,0,65535,0,0,0,0,0
69,   ,   ,   ,0,65535,0,0,0,0,0
70,   ,   ,   ,0,65535,0,0,0,0,0
71,   ,   ,   ,0,65535,0,0,0,0,0
72,   ,   ,   ,0,65535,0,0,0,0,0
73,   ,   ,   ,0,65535,0,0,0,0,0
74,   ,   ,   ,0,65535,0,0,0,0,0
75,   ,   ,   ,0,65535,0,0,0,0,0
76,   ,   ,   ,0,65535,0,0,0,0,0
77,   ,   ,   ,0,65535,0,0,0,0,0
78,   ,   ,   ,0,65535,0,0,0,0,0
79,   ,   ,   ,0,65535,0,0,0,0,0
80,   ,   ,   ,0,65535,0,0,0,0,0
81,   ,   ,   ,0,65535,0,0,0,0,0
82,   ,   ,   ,0,65535,0,0,0,0,0
83,   ,   ,   ,0,65535,0,0,0,0,0
84,   ,   ,   ,0,65535,0,0,0,0,0
85,   ,   ,   ,0,65535,0,0,0,0,0
86,   ,   ,   ,0,65535,0,0,0,0,0
87,   ,   ,   ,0,65535,0,0,0,0,0
88,   ,   ,   ,0,65535,0,0,0,0,0
89,   ,   ,   ,0,65535,0,0,0,0,0
90,   ,   ,   ,0,65535,0,0,0,0,0
91,   ,   ,   ,0,65535,0,0,0,0,0
92,   ,   ,   ,0,65535,0,0,0,0,0
93,   ,   ,   ,0,65535,0,0,0,0,0
94,   ,   ,   ,0,65535,0,0,0,0,0
95,   ,   ,   ,0,65535,0,0,0,0,0
96,   ,   ,   ,0,65535,0,0,0,0,0
97,   ,   ,   ,0,65535,0,0,0,0,0
98,   ,   ,   ,0,65535,0,0,0,0,0
99,   ,   ,   ,0,65535,0,0,0,0,0
100,   ,   ,   ,0,65535,0,0,0,0,0
101,   ,   ,   ,0,65535,0,0,0,0,0
102,   ,   ,   ,0,65535,0,0,0,0,0
103,   ,   ,   ,0,65535,0,0,0,0,0
104,   ,   ,   ,0,65535,0,0,0,0,0
105,   ,   ,   ,0,65535,0,0,0,0,0
106,   ,   ,   ,0,65535,0,0,0,0,0
107,   ,   ,   ,0,65535,0,0,0,0,0
108,   ,   ,   ,0,65535,0,0,0,0,0
109,   ,   ,   ,0,65535,0,0,0,0,0
110,   ,   ,   ,0,65535,0,0,0,0,0
111,   ,   ,   ,0,65535,0,0,0,0,0
112,   ,   ,   ,0,65535,0,0,0,0,0
113,   ,   ,   ,0,65535,0,0,0,0,0
114,   ,   ,   ,0,65535,0,0,0,0,0
115,   ,   ,   ,0,65535,0,0,0,0,0
116,   ,   ,   ,0,65535,0,0,0,0,0
117,   ,   ,   ,0,65535,0,0,0,0,0
118,   ,   ,   ,0,65535,0,0,0,0,0
119,   ,   ,   ,0,65535,0,0,0,0,0
120,   ,   ,   ,0,65535,0,0,0,0,0
121,   ,   ,   ,0,65535,0,0,0,0,0
122,   ,   ,   ,0,65535,0,0,0,0,0
123,   ,   ,   ,0,65535,0,0,0,0,0
124,   ,   ,   ,0,65535,0,0,0,0,0
125,   ,   ,   ,0,65535,0,0,0,0,0
126,   ,   ,   ,0,65535,0,0,0,0,0
127,   ,   ,   ,0,65535,0,0,0,0,0
128,   ,   ,   ,0,65535,0,0,0,0,0
129,   ,   ,   ,0,65535,0,0,0,0,0
130,   ,   ,   ,0,65535,0,0,0,0,0
131,   ,   ,   ,0,65535,0,0,0,0,0
132,   ,   ,   ,0,65535,0,0,0,0,0
133,   ,   ,   ,0,65535,0,0,0,0,0
134,   ,   ,   ,0,65535,0,0,0,0,0
135,   ,   ,   ,0,65535,0,0,0,0,0
136,   ,   ,   ,0,65535,0,0,0,0,0
137,   ,   ,   ,0,65535,0,0,0,0,0
138,   ,   ,   ,0,65535,0,0,0,0,0
139,   ,   ,   ,0,65535,0,0,0,0,0
140,   ,   ,   ,0,65535,0,0,0,0,0
141,   ,   ,   ,0,65535,0,0,0,0,0
142,   ,   ,   ,0,65535,0,0,0,0,0
143,   ,   ,   ,0,65535,0,0,0,0,0
144,   ,   ,   ,0,65535,0,0,0,0,0
145,   ,   ,   ,0,65535,0,0,0,0,0
146,   ,   ,   ,0,65535,0,0,0,0,0
147,   ,   ,   ,0,65535,0,0,0,0,0
148,   ,   ,   ,0,65535,0,0,0,0,0
149,   ,   ,   ,0,65535,0,0,0,0,0
150,   ,   ,   ,0,65535,0,0,0,0,0
151,   ,   ,   ,0,65535,0,0,0,0,0
152,   ,   ,   ,0,65535,0,0,0,0,0
153,   ,   ,   ,0,65535,0,0,0,0,0
154,   ,   ,   ,0,65535,0,0,0,0,0
155,   ,   ,   ,0,65535,0,0,0,0,0
156,   ,   ,   ,0,65535,0,0,0,0,0
157,   ,   ,   ,0,65535,0,0,0,0,0
158,   ,   ,   ,0,65535,0,0,0,0,0
159,   ,   ,   ,0,65535,0,0,0,0,0
160,   ,   ,   ,0,65535,0,0,0,0,0
161,   ,   ,   ,0,65535,0,0,0,0,0
162,   ,   ,   ,0,65535,0,0,0,0,0
163,   ,   ,   ,0,65535,0,0,0,0,0
164,   ,   ,   ,0,65535,0,0,0,0,0
165,   ,   ,   ,0,65535,0,0,0,0,0
166,   ,   ,   ,0,65535,0,0,0,0,0
167,   ,   ,   ,0,65535,0,0,0,0,0
168,   ,   ,   ,0,65535,0,0,0,0,0
169,   ,   ,   ,0,65535,0,0,0,0,0
170,   ,   ,   ,0,65535,0,0,0,0,0
171,   ,   ,   ,0,65535,0,0,0,0,0
172,   ,   ,   ,0,65535,0,0,0,0,0
173,   ,   ,   ,0,65535,0,0,0,0,0
174,   ,   ,   ,0,65535,0,0,0,0,0
175,   ,   ,   ,0,65535,0,0,0,0,0
176,   ,   ,   ,0,65535,0,0,0,0,0
177,   ,   ,   ,0,65535,0,0,0,0,0
178,   ,   ,   ,0,65535,0,0,0,0,0
179,   ,   ,   ,0,65535,0,0,0,0,0
180,   ,   ,   ,0,65535,0,0,0,0,0
181,   ,   ,   ,0,65535,0,0,0,0,0
182,   ,   ,   ,0,65535,0,0,0,0,0
183,   ,   ,   ,0,65535,0,0,0,0,0
184,   ,   ,   ,0,65535,0,0,0,0,0
185,   ,   ,   ,0,65535,0,0,0,0,0
186,399.15,25053.24,-25053.24,0,65535,0,0,0,0,0
187,399.58,25026.2,-25026.2,0,65535,0,0,0,0,0
188,400.01,24999.24,-24999.24,0,65535,0,0,0,0,0
189,400.44,24972.33,-24972.33,0,65535,0,0,0,0,0
190,400.87,24945.48,-24945.48,0,65535,0,0,0,0,0
191,401.31,24918.7,-24918.7,0,65535,0,0,0,0,0
192,401.74,24891.98,-24891.98,0,65535,0,0,0,0,0
193,402.17,24865.32,-24865.32,0,65535,0,0,0,0,0
194,402.6,24838.72,-24838.72,0,65535,0,0,0,0,0
195,403.03,24812.18,-24812.18,0,65535,0,0,0,0,0
196,403.46,24785.7,-24785.7,0,65535,0,0,0,0,0
197,403.89,24759.29,-24759.29,0,65535,0,0,0,0,0
198,404.32,24732.93,-24732.93,0,65535,0,0,0,0,0
199,404.75,24706.63,-24706.63,0,65535,0,0,0,0,0
200,405.18,24680.4,-24680.4,0,65535,0,0,0,0,0
201,405.61,24654.22,-24654.22,0,65535,0,0,0,0,0
202,406.04,24628.11,-24628.11,0,65535,0,0,0,0,0
203,406.47,24602.05,-24602.05,0,65535,0,0,0,0,0
204,406.9,24576.05,-24576.05,0,65535,0,0,0,0,0
205,407.33,24550.11,-24550.11,0,65535,0,0,0,0,0
206,407.76,24524.23,-24524.23,0,65535,0,0,0,0,0
207,408.19,24498.41,-24498.41,0,65535,0,0,0,0,0
208,408.62,24472.64,-24472.64,0,65535,0,0,0,0,0
209,409.05,24446.94,-24446.94,0,65535,0,0,0,0,0
210,409.48,24421.29,-24421.29,0,65535,0,0,0,0,0
211,409.91,24395.7,-24395.7,0,65535,0,0,0,0,0
212,410.34,24370.17,-24370.17,0,65535,0,0,0,0,0
213,410.77,24344.69,-24344.69,0,65535,0,0,0,0,0
214,411.2,24319.28,-24319.28,0,65535,0,0,0,0,0
215,411.63,24293.92,-24293.92,0,65535,0,0,0,0,0
216,412.05,24268.61,-24268.61,0,65535,0,0,0,0,0
217,412.48,24243.36,-24243.36,0,65535,0,0,0,0,0
218,412.91,24218.17,-24218.17,0,65535,0,0,0,0,0
219,413.34,24193.04,-24193.04,0,65535,0,0,0,0,0
220,413.77,24167.96,-24167.96,0,65535,0,0,0,0,0
221,414.2,24142.94,-24142.94,0,65535,0,0,0,0,0
222,414.63,24117.97,-24117.97,0,65535,0,0,0,0,0
223,415.06,24093.06,-24093.06,0,65535,0,0,0,0,0
224,415.49,24068.2,-24068.2,0,65535,0,0,0,0,0
225,415.91,24043.4,-24043.4,0,65535,0,0,0,0,0
226,416.34,24018.66,-24018.66,0,65535,0,0,0,0,0
227,416.77,23993.97,-23993.97,0,65535,0,0,0,0,0
228,417.2,23969.33,-23969.33,0,65535,0,0,0,0,0
229,417.63,23944.75,-23944.75,0,65535,0,0,0,0,0
230,418.06,23920.22,-23920.22,0,65535,0,0,0,0,0
231,418.48,23895.75,-23895.75,0,65535,0,0,0,0,0
232,418.91,23871.33,-23871.33,0,65535,0,0,0,0,0
233,419.34,23846.96,-23846.96,0,65535,0,0,0,0,0
234,419.77,23822.65,-23822.65,0,65535,0,0,0,0,0
235,420.2,23798.39,-23798.39,0,65535,0,0,0,0,0
236,420.62,23774.18,-23774.18,0,65535,0,0,0,0,0
237,421.05,23750.03,-23750.03,0,65535,0,0,0,0,0
238,421.48,23725.93,-23725.93,0,65535,0,0,0,0,0
239,421.91,23701.88,-23701.88,0,65535,0,0,0,0,0
240,422.34,23677.89,-23677.89,0,65535,0,0,0,0,0
241,422.76,23653.94,-23653.94,0,65535,0,0,0,0,0
242,423.19,23630.05,-23630.05,0,65535,0,0,0,0,0
243,423.62,23606.21,-23606.21,0,65535,0,0,0,0,0
244,424.04,23582.43,-23582.43,0,65535,0,0,0,0,0
245,424.47,23558.69,-23558.69,0,65535,0,0,0,0,0
246,424.9,23535.01,-23535.01,0,65535,0,0,0,0,0
247,425.33,23511.38,-23511.38,0,65535,0,0,0,0,0
248,425.75,23487.79,-23487.79,0,65535,0,0,0,0,0
249,426.18,23464.26,-23464.26,0,65535,0,0,0,0,0
250,426.61,23440.78,-23440.78,0,65535,0,0,0,0,0
251,427.03,23417.36,-23417.36,0,65535,0,0,0,0,0
252,427.46,23393.98,-23393.98,0,65535,0,0,0,0,0
253,427.89,23370.65,-23370.65,0,65535,0,0,0,0,0
254,428.31,23347.37,-23347.37,0,65535,0,0,0,0,0
255,428.74,23324.14,-23324.14,0,65535,0,0,0,0,0
256,429.17,23300.97,-23300.97,0,65535,0,0,0,0,0
257,429.59,23277.84,-23277.84,0,65535,0,0,0,0,0
258,430.02,23254.76,-23254.76,0,65535,0,0,0,0,0
259,430.45,23231.73,-23231.73,0,65535,0,0,0,0,0
260,430.87,23208.75,-23208.75,0,65535,0,0,0,0,0
261,431.3,23185.82,-23185.82,0,65535,0,0,0,0,0
262,431.72,23162.94,-23162.94,0,65535,0,0,0,0,0
263,432.15,23140.1,-23140.1,0,65535,0,0,0,0,0
264,432.58,23117.32,-23117.32,0,65535,0,0,0,0,0
265,433,23094.58,-23094.58,0,65535,0,0,0,0,0
266,433.43,23071.89,-23071.89,0,65535,0,0,0,0,0
267,433.85,23049.25,-23049.25,0,65535,0,0,0,0,0
268,434.28,23026.66,-23026.66,0,65535,0,0,0,0,0
269,434.7,23004.12,-23004.12,0,65535,0,0,0,0,0
270,435.13,22981.62,-22981.62,0,65535,0,0,0,0,0
271,435.56,22959.17,-22959.17,0,65535,0,0,0,0,0
272,435.98,22936.77,-22936.77,0,65535,0,0,0,0,0
273,436.41,22914.42,-22914.42,0,65535,0,0,0,0,0
274,436.83,22892.11,-22892.11,0,65535,0,0,0,0,0
275,437.26,22869.85,-22869.85,0,65535,0,0,0,0,0
276,437.68,22847.64,-22847.64,0,65535,0,0,0,0,0
277,438.11,22825.47,-22825.47,0,65535,0,0,0,0,0
278,438.53,22803.35,-22803.35,0,65535,0,0,0,0,0
279,438.96,22781.28,-22781.28,0,65535,0,0,0,0,0
280,439.38,22759.25,-22759.25,0,65535,0,0,0,0,0
281,439.81,22737.27,-22737.27,0,65535,0,0,0,0,0
282,440.23,22715.33,-22715.33,0,65535,0,0,0,0,0
283,440.66,22693.44,-22693.44,0,65535,0,0,0,0,0
284,441.08,22671.6,-22671.6,0,65535,0,0,0,0,0
285,441.51,22649.8,-22649.8,0,65535,0,0,0,0,0
286,441.93,22628.05,-22628.05,0,65535,0,0,0,0,0
287,442.35,22606.34,-22606.34,0,65535,0,0,0,0,0
288,442.78,22584.68,-22584.68,0,65535,0,0,0,0,0
289,443.2,22563.06,-22563.06,0,65535,0,0,0,0,0
290,443.63,22541.48,-22541.48,0,65535,0,0,0,0,0
291,444.05,22519.96,-22519.96,0,65535,0,0,0,0,0
292,444.47,22498.47,-22498.47,0,65535,0,0,0,0,0
293,444.9,22477.03,-22477.03,0,65535,0,0,0,0,0
294,445.32,22455.64,-22455.64,0,65535,0,0,0,0,0
295,445.75,22434.29,-22434.29,0,65535,0,0,0,0,0
296,446.17,22412.98,-22412.98,0,65535,0,0,0,0,0
297,446.59,22391.71,-22391.71,0,65535,0,0,0,0,0
298,447.02,22370.49,-22370.49,0,65535,0,0,0,0,0
299,447.44,22349.32,-22349.32,0,65535,0,0,0,0,0
300,447.86,22328.19,-22328.19,0,65535,0,0,0,0,0
301,448.29,22307.1,-22307.1,0,65535,0,0,0,0,0
302,448.71,22286.05,-22286.05,0,65535,0,0,0,0,0
303,449.13,22265.05,-22265.05,0,65535,0,0,0,0,0
304,449.56,22244.09,-22244.09,0,65535,0,0,0,0,0
305,449.98,22223.17,-22223.17,0,65535,0,0,0,0,0
306,450.4,22202.3,-22202.3,0,65535,0,0,0,0,0
307,450.83,22181.46,-22181.46,0,65535,0,0,0,0,0
308,451.25,22160.67,-22160.67,0,65535,0,0,0,0,0
309,451.67,22139.93,-22139.93,0,65535,0,0,0,0,0
310,452.1,22119.22,-22119.22,0,65535,0,0,0,0,0
311,452.52,22098.56,-22098.56,0,65535,0,0,0,0,0
312,452.94,22077.94,-22077.94,0,65535,0,0,0,0,0
313,453.36,22057.36,-22057.36,0,65535,0,0,0,0,0
314,453.79,22036.82,-22036.82,0,65535,0,0,0,0,0
315,454.21,22016.32,-22016.32,0,65535,0,0,0,0,0
316,454.63,21995.87,-21995.87,0,65535,0,0,0,0,0
317,455.05,21975.45,-21975.45,0,65535,0,0,0,0,0
318,455.48,21955.08,-21955.08,0,65535,0,0,0,0,0
319,455.9,21934.75,-21934.75,0,65535,0,0,0,0,0
320,456.32,21914.46,-21914.46,0,65535,0,0,0,0,0
321,456.74,21894.21,-21894.21,0,65535,0,0,0,0,0
322,457.16,21874,-21874,0,65535,0,0,0,0,0
323,457.59,21853.83,-21853.83,0,65535,0,0,0,0,0
324,458.01,21833.7,-21833.7,0,65535,0,0,0,0,0
325,458.43,21813.61,-21813.61,0,65535,0,0,0,0,0
326,458.85,21793.56,-21793.56,0,65535,0,0,0,0,0
327,459.27,21773.56,-21773.56,0,65535,0,0,0,0,0
328,459.69,21753.59,-21753.59,0,65535,0,0,0,0,0
329,460.12,21733.66,-21733.66,0,65535,0,0,0,0,0
330,460.54,21713.77,-21713.77,0,65535,0,0,0,0,0
331,460.96,21693.92,-21693.92,0,65535,0,0,0,0,0
332,461.38,21674.11,-21674.11,0,65535,0,0,0,0,0
333,461.8,21654.34,-21654.34,0,65535,0,0,0,0,0
334,462.22,21634.61,-21634.61,0,65535,0,0,0,0,0
335,462.64,21614.92,-21614.92,0,65535,0,0,0,0,0
336,463.06,21595.27,-21595.27,0,65535,0,0,0,0,0
337,463.49,21575.65,-21575.65,0,65535,0,0,0,0,0
338,463.91,21556.08,-21556.08,0,65535,0,0,0,0,0
339,464.33,21536.54,-21536.54,0,65535,0,0,0,0,0
340,464.75,21517.05,-21517.05,0,65535,0,0,0,0,0
341,465.17,21497.59,-21497.59,0,65535,0,0,0,0,0
342,465.59,21478.17,-21478.17,0,65535,0,0,0,0,0
343,466.01,21458.78,-21458.78,0,65535,0,0,0,0,0
344,466.43,21439.44,-21439.44,0,65535,0,0,0,0,0
345,466.85,21420.13,-21420.13,0,65535,0,0,0,0,0
346,467.27,21400.86,-21400.86,0,65535,0,0,0,0,0
347,467.69,21381.63,-21381.63,0,65535,0,0,0,0,0
348,468.11,21362.44,-21362.44,0,65535,0,0,0,0,0
349,468.53,21343.28,-21343.28,0,65535,0,0,0,0,0
350,468.95,21324.16,-21324.16,0,65535,0,0,0,0,0
351,469.37,21305.08,-21305.08,0,65535,0,0,0,0,0
352,469.79,21286.04,-21286.04,0,65535,0,0,0,0,0
353,470.21,21267.03,-21267.03,0,65535,0,0,0,0,0
354,470.63,21248.06,-21248.06,0,65535,0,0,0,0,0
355,471.05,21229.13,-21229.13,0,65535,0,0,0,0,0
356,471.47,21210.23,-21210.23,0,65535,0,0,0,0,0
357,471.89,21191.37,-21191.37,0,65535,0,0,0,0,0
358,472.31,21172.55,-21172.55,0,65535,0,0,0,0,0
359,472.73,21153.76,-21153.76,0,65535,0,0,0,0,0
360,473.15,21135.01,-21135.01,0,65535,0,0,0,0,0
361,473.57,21116.3,-21116.3,0,65535,0,0,0,0,0
362,473.99,21097.62,-21097.62,0,65535,0,0,0,0,0
363,474.41,21078.98,-21078.98,0,65535,0,0,0,0,0
364,474.83,21060.38,-21060.38,0,65535,0,0,0,0,0
365,475.24,21041.81,-21041.81,0,65535,0,0,0,0,0
366,475.66,21023.27,-21023.27,0,65535,0,0,0,0,0
367,476.08,21004.77,-21004.77,0,65535,0,0,0,0,0
368,476.5,20986.31,-20986.31,0,65535,0,0,0,0,0
369,476.92,20967.88,-20967.88,0,65535,0,0,0,0,0
370,477.34,20949.49,-20949.49,0,65535,0,0,0,0,0
371,477.76,20931.14,-20931.14,0,65535,0,0,0,0,0
372,478.18,20912.81,-20912.81,0,65535,0,0,0,0,0
373,478.59,20894.53,-20894.53,0,65535,0,0,0,0,0
374,479.01,20876.28,-20876.28,0,65535,0,0,0,0,0
375,479.43,20858.06,-20858.06,0,65535,0,0,0,0,0
376,479.85,20839.88,-20839.88,0,65535,0,0,0,0,0
377,480.27,20821.73,-20821.73,0,65535,0,0,0,0,0
378,480.69,20803.62,-20803.62,0,65535,0,0,0,0,0
379,481.1,20785.54,-20785.54,0,65535,0,0,0,0,0
380,481.52,20767.5,-20767.5,0,65535,0,0,0,0,0
381,481.94,20749.49,-20749.49,0,65535,0,0,0,0,0
382,482.36,20731.51,-20731.51,0,65535,0,0,0,0,0
383,482.78,20713.57,-20713.57,0,65535,0,0,0,0,0
384,483.19,20695.66,-20695.66,0,65535,0,0,0,0,0
385,483.61,20677.79,-20677.79,0,65535,0,0,0,0,0
386,484.03,20659.95,-20659.95,0,65535,0,0,0,0,0
387,484.45,20642.14,-20642.14,0,65535,0,0,0,0,0
388,484.86,20624.37,-20624.37,0,65535,0,0,0,0,0
389,485.28,20606.63,-20606.63,0,65535,0,0,0,0,0
390,485.7,20588.92,-20588.92,0,65535,0,0,0,0,0
391,486.12,20571.25,-20571.25,0,65535,0,0,0,0,0
392,486.53,20553.61,-20553.61,0,65535,0,0,0,0,0
393,486.95,20536.01,-20536.01,0,65535,0,0,0,0,0
394,487.37,20518.43,-20518.43,0,65535,0,0,0,0,0
395,487.78,20500.89,-20500.89,0,65535,19,19,0,0,0
396,488.2,20483.39,-20483.39,0,65535,0,0,0,0,0
397,488.62,20465.91,-20465.91,0,65535,0,0,0,0,0
398,489.03,20448.47,-20448.47,0,65535,0,0,0,0,0
399,489.45,20431.06,-20431.06,0,65535,0,0,0,0,0
400,489.87,20413.68,-20413.68,0,65535,0,0,0,0,0
401,490.28,20396.34,-20396.34,0,65535,13,13,0,0,0
402,490.7,20379.03,-20379.03,0,65535,0,0,0,0,0
403,491.12,20361.75,-20361.75,0,65535,0,0,0,0,0
404,491.53,20344.5,-20344.5,0,65535,0,0,0,0,0
405,491.95,20327.29,-20327.29,0,65535,0,0,0,0,0
406,492.37,20310.1,-20310.1,0,65535,0,0,0,0,0
407,492.78,20292.95,-20292.95,0,65535,0,0,0,0,0
408,493.2,20275.83,-20275.83,0,65535,0,0,0,0,0
409,493.61,20258.74,-20258.74,0,65535,0,0,0,0,0
410,494.03,20241.68,-20241.68,0,65535,0,0,0,0,0
411,494.45,20224.66,-20224.66,0,65535,0,0,0,0,0
412,494.86,20207.67,-20207.67,0,65535,5,5,0,0,0
413,495.28,20190.7,-20190.7,0,65535,71,71,0,0,0
414,495.69,20173.77,-20173.77,0,65535,0,0,0,0,0
415,496.11,20156.87,-20156.87,0,65535,0,0,0,0,0
416,496.52,20140,-20140,0,65535,0,0,0,0,0
417,496.94,20123.17,-20123.17,0,65535,0,0,0,0,0
418,497.36,20106.36,-20106.36,0,65535,0,0,0,0,0
419,497.77,20089.58,-20089.58,0,65535,0,0,0,0,0
420,498.19,20072.84,-20072.84,0,65535,0,0,0,0,0
421,498.6,20056.12,-20056.12,0,65535,0,0,0,0,0
422,499.02,20039.44,-20039.44,0,65535,13,13,0,0,0
423,499.43,20022.78,-20022.78,0,65535,0,0,0,0,0
424,499.85,20006.16,-20006.16,0,65535,9,9,0,0,0
425,500.26,19989.57,-19989.57,0,65535,0,0,0,0,0
426,500.68,19973.01,-19973.01,0,65535,0,0,0,0,0
427,501.09,19956.47,-19956.47,0,65535,0,0,0,0,0
428,501.51,19939.97,-19939.97,0,65535,0,0,0,0,0
429,501.92,19923.5,-19923.5,0,65535,0,0,0,0,0
430,502.33,19907.06,-19907.06,0,65535,0,0,0,0,0
431,502.75,19890.64,-19890.64,0,65535,0,0,0,0,0
432,503.16,19874.26,-19874.26,0,65535,0,0,0,0,0
433,503.58,19857.91,-19857.91,0,65535,0,0,0,0,0
434,503.99,19841.58,-19841.58,0,65535,0,0,0,0,0
435,504.41,19825.29,-19825.29,0,65535,5,5,0,0,0
